tweet,class
"RT @Fewjr: I don't trust nobody.&#128532;&#128076;

These bitches fake. &#128073;&#128131;

These niggas faker. &#128073;&#128694; 

So it's not ""fuck y'all"", I'd rather just not fuck wi&#8230;",1
"Im sorry, I use to be on that shit, but im not worried about the next bitch #unbothered #threatenwho",1
they shot another monkey lmaooooooooooo,0
"RT @Mitchell_Rosee: It's annoying when ppl follow to unfollow.. Like bitch ""I"" was trying to be considerate &#128530;",1
"RT @_RealThickJazz: ""@1inkkofrosess: Makem eat my ass since eating pussy ain't major nomore &#128175;&#128553;&#128514;&#9996;&#65039;&#128584;&#128129;&#128079;&#128522;"" &#128514;&#128514;",1
RT @TheChrisCates: Look at this faggot http://t.co/db7SIri8qg,0
"Im done with life""@Gmel_Genuine: Im just ready to wake up and have pussy for breakfast everyday""",1
is money over bitches,1
@sbsylvester @kieffer_jason @hunterbuch66 bitch am speaking fucking English u fucking pecker wood,1
"""Takin it straight to dirt, why finger the pussy when I know I can put my dick in it?"" @xErnee18",1
"@SideHoeNextDoor with your height, yeah. Chunky bitch",1
@MeekMill u really got these coons out here dreaming,1
"@_ton3zz life aint shit but bitches and money, i passed that weed like i studied",1
RT @CHlLDHOODRUINER: when u deep in the pussy http://t.co/0uFAhhYrUe,1
@alexiscarfield ya damn right nigglet! :D,1
Photo check for background spooks. http://t.co/Hx1wghJAzy,2
RT @ALMartinez32: &#8220;@100granHman: @IamMrEchols @ALMartinez32 &#128555;&#128555;&#8221;finding herself in the hoe section,1
#BlessJesus Amos 5:10 There are those who hate the one who upholds justice in court and detest the one who tells the truth.,2
@delaylay_messy i rap that and her part of Problem 24/7 cause I'm a bad bitch,1
"for the insecure girl, ya name i won't mention. on instagram straight flciking, bitch you nipple slip away from stripping.",1
"RT @FriendlyAssh0le: If I've offended you, I'm very sorry that you're a lil bitch with no sense of humor.",1
S/O to this hoe tonight ol hating ass http://t.co/HIt4475tyZ,1
RT @JazmineJanay: My hoe phase is over,1
Niccas be hating on my nicca Jeezy ... #RealTalk,1
RT @bankheist: you're a retard @ShawnaCarr99,0
RT @versaceezy: i aint gonna text first cus pride bitch,1
RT @LeNoirAuteur: bitch don't do this RT @AZEALIABANKS: &#128078;,1
i hate ah dirty house!!! foul living bitches,1
Emoji ass nigguh,1
"Oops, I just had a Freudian slit.",2
&#8220;@BlizzyLC: Police just tried to Rodney King a nigga...&#8221;happen to my nig out here,1
"""@sierrabernia: &#8220;@T2G_CincoKilby: Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is""",1
RT @Rob_San9993: @214bighappy gunna have me screaming at bitches and shit..lol,1
"I can't believe I'm jealous! All I can think is, ""What goddamn bitch was in your room to take a pic of you in bed with your shirt off?"". -_-",1
S/O @HorseNuts_Clark for keeping me sane when I'm a cunt,1
@HTTRdcRising fuck your redskins bitch!,1
S/O to flowing wells varsity soccer tomorrow yall are playing ironwood Kick their asses. I'm pretty sure this fag is playing @SamJAlexander,1
RT @argenivee: Its kinda pathetic how these bitches on BGC be 21+ &amp; be acting so childish af,1
@littlecball @AustinMahone just Robert bc he was the one cussing like no tomorrow bc he's a pussy,1
"Lmfao RT @_TrishaAnn_: I only twerk to ""Somewhere in America"" because when Hov says twerk, you twerk bitch!!",1
@Joey_D26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag,0
RT @AveryRondinelli: @tneut10 but then who is going to host the baddest bitch competition?,1
Harvard got the worst hoes cheerleading in America,1
@JustCurrieOn @Christooshifty aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living,1
hillbilly bone-bo-bone-bo-bone bone,2
"Shut the fuck up. I sent my sister a picture of a mini brownie and she was like ""is that a shroom"" like I wish! &#128514;&#128514;&#128514;",1
Mfs don't care about tha kid except a few of my niggas &amp; my bitch,1
"#wrongfilmquotes ..everytime I come in the kitchen you in the kitchen, in the goddamn refrigerator. Eatin up all the pussy",1
Nd y'all thought bitches knew how to accessorize http://t.co/f8yDxkaz,1
RT @PapasPaid: My monday bitch keep her ass up and face down,1
RT @KrisAnnIn: &#8220;So wake the bitch up!l&#8221; - Jack Bauer #24LAD,1
"Them shootas is out by my grandmoma house, I ain't been round this bitch in a MINUTE",1
&#8220;@FriendlyAssh0le: how bitches be looking the first day of school. http://t.co/OpSkH1xZGb&#8221;&#128514;,1
RT @ItsDLow: Now I gotta ask bitches for nudes on Facebook. &#128530;,1
"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone",1
Well thank goodness I got other musicians that aren't bitches.. like @Tampa_Rick for example.,1
"#rejectedpeanutsspecials Its The Grape Crackhead, Charlie Brown!",2
@FaZeDAVlS @SoaR_Wvyy @SoaR_Haze @FaZeOutcsT this is gobbledy gook to me because i dont have the game,2
@Miley_Highrus @Shylooooeee slap a bitch,1
"RT @lilduval: Real bitches text u ""can u talk"" before they call",1
"After Kuroda gave it his all putting up career numbers but getting no run support, the Yankees don't deserve to get into the World Series",2
&#8220;@jjusmaxx: Thot bitches wanna be wined &amp; dined like a wife but don't know how to earn it &#128564;&#8221;,1
@FuckingCashBro you&#8217;re a little bitch x2,1
@supreme_tacos @hear_me_rawrrr if you want a hoe go on urban chat. That's where all the hoes are. And Mia can get punched in the boob.,1
' You gottttta be a mad a madddd niggah &#1041204;&#1041204;&#1041204; Sayin ma name ? I must've got you madddddd niggah &#1041204;&#1041204;&#1041204;&#1041204;&#1041210;&#1041210;&#1041210;&#1043359;&#9995;,1
Real niggas let real bitches cum first &#128540;,1
@eburnns oh wow the bitch is bitching again #niggasuprized,1
"It's summer bitches 
&#128139;&#127802;&#127774;&#128132;&#128142; http://t.co/JxqonTfiUq",1
My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults,2
Frankie is a twat. #BB16,1
&#8220;@lopezbrittaney: How do you have a beautiful female and still find a way to fuck w/ ratchet hoes.. I don't get it&#8221; &#128079;&#128079;&#128588;&#128075;&#128588;,1
@alexxx_carr18 @Nick_504_ sitting here talking about what u would do or gonna do that's something My bitch does,1
RT @CHlLDHOODRUINER: iphone 6 is trash watch me glo up http://t.co/XYwPaslCoB,2
Slide in your bitch Dms like &#128166; &#127940; https://t.co/W7QbM72Oyo,1
"RT @longbongchris: fuck a closed casket 
bitch put me with the trees
let me rot
throw some seeds
water me and give me leaves",1
"""@talibanshawtyy: Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;",1
RT @BitchNiggaAlexx: Bitches be talking about they ride or die with every nigga they talk to. bitch you done died like 8 times already,1
I hope you get eye cancer bitch.,0
@FrankieJGrande omg gtfo white faggot,0
RT @kingsleyyy: The SAME PEOPLE that be calling people hoes be the main ones sucking dick for a chalupa. Worry bout YOU.,1
shit piss fuck cunt cocksucker motherfucker tits,1
&#8220;@zekedafreekk: Queen Latifah the only dyke id contemplate fucking.. Rns&#8221;wait...,1
"' You tall tree ass females be 6'0 TALKIN bout "" Catching Feelings "" , bitch you need to catch this touchdown... http://t.co/lMgkDuxzY7",1
"Stupid people talking smack on ""Uncle Tim Tom"" are the same ghetto fools w/no future. I'm surprised u ignorant niggaz even read or write.",1
I hate that one random tear that comes out when you haven't blinked &#128560;like nigga stop being a bitch &#128162;,1
Josef just pitted. Slight possibility he can make it the remaining 67 laps but I highly doubt it. Will need yellow. #IndyFest,2
"Free 5iiive nigga, let all a my dogs out. Moma said no pussy cats inside my dog house! #SB4 #GANG!! http://t.co/E8baXOyPgg",1
@PerezHilton \the whole bunch of the trash needs 2 jus go away. they r jus trash!!!,1
"RT @FriendlyAssh0le: bitches will argue with you for 30 mins and then be like ""you know what, i aint gonna argue with you""

bitch what???",1
RT @OneTimeForMoet: It's been fuck bitches but a Queen&#128120; can get my time,1
&#8220;@Cinnnthia_: I'm just a bitch for no reason. I think I'm funny sometimes&#8221;,1
Let a bitch be a bitch n a hoe be a hoe!,1
If you didn't have tattoos as a diversion for your bird chest and malnourished body sir... your instagram would be trash,2
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | cumshot on beauty pussy closeup http://t.co/UonsdrAuV0",1
@YBEToot I like tweeting you like this. .. wen yu aint talking to all yo hoes!!! I be like...... ill wait.,1
watch out for these foul hoes and flagrant niggas!,1
@LeighKillian Nice pussy.,1
RT @patbeeh95: @iDocLyfe Rick James ain't even slap his bitches that hard,1
Isley brothers got me alot of pussy boy. Take notes,1
red bone but her pusssy hairlessss,1
Who the hell taught you how to fuck bitch toot it up,1
RT @RIPvuhsace: I hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat,0
"Hurry up nigga this the last key, they dont know where the fiberglass safe at, to get in that bitch you need a glass key!",1
RT @CauseWereGuys: List of bitches who want my dick... http://t.co/RIlGVBoghl,1
"Bro's before hoes, not bro's over your girlfriend",1
RT @GBithc: This bitch think she cute and have all the guys over her hunny ur fake asf just like ur weave he dont even like u stfu,1
Jihadis specifically asking for international schools in #Saudi to be targeted #RealThreat http://t.co/NV5qbZaviv,2
"RT @roach_nigga: &#8220;@XiaoBiniiMessy: Can't believe I actually killed a cockroach.&#8221; smh you a bitch, that was probably ma nigga Eduardo",1
@kelly_ryaaaan only dumb bitches r in 8th,1
bitch live a little.,1
Slide in that hoe DM's like &#127938;&#127938;&#127938;,1
"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",1
RT @GermanSquidd__: These water challenges are retarded as fuck.,1
"I uploaded a @YouTube video http://t.co/JHUuZpgr UPDATE ON UGANDA ANTI-GAY BILL: Freemasonry, Anglo-American Influence, and",2
I like my bitches bad wit a Lil attitude,1
@KimW16 and the plastic surgery of a tranny.,1
"Bad bitches from Oakland, she could beeee a model",1
Russian roulette that hoe,1
"RT @Matthops82: cc: Rosemary Lehmberg RT @ComedyCentral: &#8220;I'll show you how to chug a beer, motherf**ker!&#8221; #Beerfest http://t.co/1JNGk3MXfh",1
@kassidypeek pussy shit ^,1
RT @MissUnfoolish: I don't fuck wit fake hoes all I touch is J-Los,1
"&#8220;@iTweet4UglyPpl: &#8220;@KirbyMouf: No one wants an ugly nigga, so you've got him all to yourself. No more stressing over hoes&#8221; &lt;-&#8221; lies !",1
RT @Dadude1914: &#128073;&#128073;&#128073;&#128073;RT @AskWhy05: Karlie acting like she not a hoe.... She been wit 3 of the niggas on just this show plus two guest appear&#8230;,1
@JerGucci she can suck dick tho that's better than brownies,1
"RT @TheOnlyReed: Lmaooooooo ain't fuckin no bitch with doo Doo in her butt while I'm foreplaying, THE FUCK",1
And it's gotta be some ghetto fool :/,2
Someone told Iggy Azalea she stunk as a child cause this bitch still upset yo it ain't even that deep,1
&#8220;@LoveLifeEst13: lmao @West305 &amp; Aero sound young af talking bout hoes n weed n shit&#8221; @Finesse_iAm brah you gotta listen to this shit,1
My dad goes son of a bitch and just lights a cigarette in the kitchen... Oh&#128514;&#128514;&#128514;&#128514;,1
bitch dick too bomb,1
RT @Torriable: I want to leave but he said he was going to eat my pussy - now I'm afraid to go and leave my cat alone with him,1
ow my stomach hurts like a bitch,1
"*Bows down* ""Yes bitchmaster bitch""",1
@aasthaxoxo oh shut your mouth i was talkin about the morning you fag,0
My hoes they do drugzzz,1
It's hard getting a bitch from the hood to suck your dick on camera.She swear EVERYBODY knows her....And she hates the light.,1
RT @AthIeteChamp: Destroying a team that talked trash before the game &gt;&gt; &#128076;,1
I've told those bitches at the dentist about my gums receding for the past fuckin year and now they wanna warn me about it,1
"I want my bitch to answer if my ex calling, with my dick in her mouth",1
Imma treat you how you act ... If you act like a bitch you'll get treated like a bitch,1
&#8220;@AriaunaDaVon: Did I just start crying? &#128553;&#128557;&#128514;&#8221; bitch &#128514;&#128514;&#128514;,1
"#IndigenousPeoplesDay .........right. Because these #redskins had a lot of #queens, right? nomg. #sofunny",2
This bitch gone ask is we closed &#128530;I said Naw we just ain't pay the lightbill this month YEA BITCH WE CLOSED!! Get TF out,1
@GrizzboAdams why you crying then baby back bitch?,1
More disability bigotry from the left RT @Icampintense: @AaronWorthing @CarolCNN @CNN how can you defend Palin and her retards?,1
Want to cry cause of the girls at La fitness ... Imma bitch,1
RT @laceeybugg: @hedge_brandon you're such a queer &#58386;,1
This bitch took her damn eye out like it was a contact! &#128561;&#128547;,1
&#8220;@MomMeMustHaves: MMMH Daily is out! http://t.co/bPtRtXcel0 Stories via @KristinCruz&#8221; @ExMoShow #yellow is IN! &amp; @romyraves luv the bling!,2
@TheRealCVL and @CoryHolmes24 are faggots. Kbye.,0
RT @Heart_LessGirl: I know how in the moment people can be. Especially guys. So excuse me for not trusting you being fucked up around hoes.,1
I'm beating bitch jay jay ass when I see this nigga . I really ova here dead tho &#128557;&#128514;&#128128;&#128514;&#128079;,1
@Big_Jim777 happy birthday you dirty little bird &#128520; tear it up &#127867;&#127881;&#127880;,2
"@SoftestMuffin @_tee13 @TorahBlaze will convince u that is a lame, you, a nigger liver believes it cuz you a nigger whore",0
"RT @_materialgurlxo: How you leave ya mans dead for a broke bitch, most these rap niggas on some hoe shit!!!",1
You a stupid hoe,1
*Searches my yellow pages app for the nearest Jack In The Box*,2
"bitch I'm eating!!!!!! you are so blocked!!! RT @MayaAngelouFRO: STOP WHITE PEOPLE 2014 http://t.co/u7oXMK8nup""",1
"This is Marco's lotion, and he got mad that I told him that he smells like a bitch http://t.co/e0cnF1nWSI",1
I'm organizing a cease fire between bald headed bitches and weave !,1
RT @chelseypaige42: I peep everything. And just know I'll slap a bitch with a smile on my face.,1
They should free all da real niccas n give the snitches da time,1
